매장명,작성일,방문시간,동반자,고객반응_포인트,리뷰내용,감정분석,매장_TOP인기반응
달빛에구운고등어 관저점,2026-02-21,저녁,지인 추천받아 찾아간곳,"음식이 맛있어요, 재료가 신선해요, 양이 많아요, 가성비가 좋아요","리뷰 1,689 1,660팔로워 24 고등어 체인점중에 소문처럼 조림은 최고입니다 삼치구이는 좀더 구어서 내왔으면 좋다고 생각하네요 밑반찬도 깔끔하게 맛나요 접기 2.21.토",긍정,"고등어(168), 생선(144), 생선구이(87), 계란말이(72), 고등어구이(71), 잡채(26), 갈치(20), 고등어조림(19), 샐러드(19), 불고기(17)"
달빛에구운고등어 관저점,2026-02-04,점심,,"음식이 맛있어요, 가성비가 좋아요",리뷰 29 5 샐러드 잡채등 다양한 셀프바 좋아요 생선구이 맛있어요 또가고 싶네요 2.4.수,긍정,"고등어(168), 생선(144), 생선구이(87), 계란말이(72), 고등어구이(71), 잡채(26), 갈치(20), 고등어조림(19), 샐러드(19), 불고기(17)"
달빛에구운고등어 관저점,2026-01-25,,,"음식이 맛있어요, 양이 많아요, 매장이 넓어요",리뷰 22 20 저녁에 방문 10분 이내 데이트연인・배우자 반찬도 많고 고등어도 따듯하고 정말 맛있어요. 또 오겠습니다. 1.25.일,긍정,"고등어(168), 생선(144), 생선구이(87), 계란말이(72), 고등어구이(71), 잡채(26), 갈치(20), 고등어조림(19), 샐러드(19), 불고기(17)"
달빛에구운고등어 관저점,2026-01-21,,,"음식이 맛있어요, 매장이 넓어요, 친절해요",리뷰 814 258 점심에 방문 일상연인・배우자 1.21.수,중립,"고등어(168), 생선(144), 생선구이(87), 계란말이(72), 고등어구이(71), 잡채(26), 갈치(20), 고등어조림(19), 샐러드(19), 불고기(17)"
달빛에구운고등어 관저점,2026-01-18,,,"음식이 맛있어요, 양이 많아요, 특별한 메뉴가 있어요, 가성비가 좋아요, 친절해요","리뷰 1,177 3,259팔로워 60테마 11 점심에 방문 일상연인・배우자, 아이 #관저맛집 #웨이팅맛집 #고등어구이 조금 늦은 점심 때 갔더니 웨이팅은 없었어요 그래도 가게 안은 거의 만석...! 고등어 꼬숩고 뼈도 거의없고 부드럽고 하나도안비리고 뚝배기불고기도 간 딱맞게 맛있어요! 접기 1.18.일",긍정,"고등어(168), 생선(144), 생선구이(87), 계란말이(72), 고등어구이(71), 잡채(26), 갈치(20), 고등어조림(19), 샐러드(19), 불고기(17)"
달빛에구운고등어 전북도청점,2026-04-10,,저녁에 방문  일상부모님,"음식이 맛있어요, 재료가 신선해요","리뷰 32 85 갈치 볼락 고등어까지 푸짐하게 생선구이를 가족과 함께 맛있게 먹을 수 있는 달빛고! 금요일 저녁, 맛있게 먹겠습니다~! 4.10.금",긍정,"고등어(414), 생선(405), 생선구이(206), 계란말이(132), 고등어구이(100), 불고기(51), 잡채(45), 김치전(42), 누룽지(35), 갈치(30)"
달빛에구운고등어 전북도청점,2026-04-09,,,"단체모임 하기 좋아요, 매장이 넓어요, 대화하기 좋아요, 디저트가 맛있어요, 특별한 메뉴가 있어요",리뷰 24 14 점심에 방문 데이트연인・배우자 #신시가지맛집 #고등어 #생선맛집 #제육 #전주맛집 #점심메뉴 4.9.목,중립,"고등어(414), 생선(405), 생선구이(206), 계란말이(132), 고등어구이(100), 불고기(51), 잡채(45), 김치전(42), 누룽지(35), 갈치(30)"
달빛에구운고등어 전북도청점,2026-04-09,,점심에 방문  가족모임아이,"음식이 맛있어요, 재료가 신선해요, 반찬이 잘 나와요, 매장이 넓어요, 음식이 빨리 나와요",리뷰 243 48 아이가 생선구이를 좋아해서 오는데 맛있다고 잘먹어요~ 계란말이도 맛있어요 자주올게요 4.9.목,긍정,"고등어(414), 생선(405), 생선구이(206), 계란말이(132), 고등어구이(100), 불고기(51), 잡채(45), 김치전(42), 누룽지(35), 갈치(30)"
달빛에구운고등어 전북도청점,2026-04-09,,점심에 방문  일상부모님,"음식이 맛있어요, 반찬이 잘 나와요, 매장이 청결해요",리뷰 106 51 메뉴 너무 맛있고 셀프바에서 이것저것 가져다 먹을 수 있어서 좋아요 ! 👍 4.9.목,긍정,"고등어(414), 생선(405), 생선구이(206), 계란말이(132), 고등어구이(100), 불고기(51), 잡채(45), 김치전(42), 누룽지(35), 갈치(30)"
달빛에구운고등어 전북도청점,2026-04-09,,,"음식이 맛있어요, 재료가 신선해요, 양이 많아요, 인테리어가 멋져요, 매장이 넓어요",리뷰 3 1 점심에 방문 가족모임연인・배우자 음식이 아주 맛있어요 깨끗해요 4.9.목,긍정,"고등어(414), 생선(405), 생선구이(206), 계란말이(132), 고등어구이(100), 불고기(51), 잡채(45), 김치전(42), 누룽지(35), 갈치(30)"
달빛에구운고등어 전북도청점,2026-04-08,,,음식이 맛있어요,리뷰 8 3 점심에 방문 일상연인・배우자 4.8.수,중립,"고등어(414), 생선(405), 생선구이(206), 계란말이(132), 고등어구이(100), 불고기(51), 잡채(45), 김치전(42), 누룽지(35), 갈치(30)"
달빛에구운고등어 전북도청점,2026-04-08,,,"음식이 맛있어요, 인테리어가 멋져요, 친절해요","리뷰 30 47 점심에 방문 친목, 가족모임친구, 연인・배우자 진수성찬이예요 아이들이랑먹으러와썽요 4.8.수",중립,"고등어(414), 생선(405), 생선구이(206), 계란말이(132), 고등어구이(100), 불고기(51), 잡채(45), 김치전(42), 누룽지(35), 갈치(30)"
달빛에구운고등어 전북도청점,2026-04-07,,,"음식이 맛있어요, 양이 많아요, 가성비가 좋아요, 매장이 넓어요","리뷰 9 6 저녁에 방문 가족모임아이, 연인・배우자 너무 맛있는 한끼에요 ! 자주 방문할꺼같아요 ! 4.7.화",긍정,"고등어(414), 생선(405), 생선구이(206), 계란말이(132), 고등어구이(100), 불고기(51), 잡채(45), 김치전(42), 누룽지(35), 갈치(30)"
달빛에구운고등어 전북도청점,2026-04-07,,,"음식이 맛있어요, 재료가 신선해요, 가성비가 좋아요, 메뉴 구성이 알차요, 매장이 넓어요",리뷰 40 39 점심에 방문 가족모임부모님 너무너무 맛있어용 ㅎㅎㅎ 4.7.화,긍정,"고등어(414), 생선(405), 생선구이(206), 계란말이(132), 고등어구이(100), 불고기(51), 잡채(45), 김치전(42), 누룽지(35), 갈치(30)"
달빛에구운고등어 전북도청점,2026-04-07,,,"음식이 맛있어요, 재료가 신선해요, 가성비가 좋아요, 양이 많아요, 매장이 넓어요",리뷰 15 15 점심에 방문 데이트연인・배우자 완전 맛있어요 ㅎㅎ 4.7.화,긍정,"고등어(414), 생선(405), 생선구이(206), 계란말이(132), 고등어구이(100), 불고기(51), 잡채(45), 김치전(42), 누룽지(35), 갈치(30)"
달빛에구운고등어 전북도청점,2026-04-05,,,음식이 맛있어요,리뷰 148 12 4.5.일,중립,"고등어(414), 생선(405), 생선구이(206), 계란말이(132), 고등어구이(100), 불고기(51), 잡채(45), 김치전(42), 누룽지(35), 갈치(30)"
달빛에구운고등어 전북도청점,2026-04-05,,,음식이 맛있어요,리뷰 47 37 4.5.일,중립,"고등어(414), 생선(405), 생선구이(206), 계란말이(132), 고등어구이(100), 불고기(51), 잡채(45), 김치전(42), 누룽지(35), 갈치(30)"
달빛에구운고등어 전북도청점,2026-04-05,,,매장이 넓어요,리뷰 17 10 4.5.일,중립,"고등어(414), 생선(405), 생선구이(206), 계란말이(132), 고등어구이(100), 불고기(51), 잡채(45), 김치전(42), 누룽지(35), 갈치(30)"
달빛에구운고등어 전북도청점,2026-04-03,,,음식이 맛있어요,리뷰 22 10 4.3.금,중립,"고등어(414), 생선(405), 생선구이(206), 계란말이(132), 고등어구이(100), 불고기(51), 잡채(45), 김치전(42), 누룽지(35), 갈치(30)"
달빛에구운고등어 전북도청점,2026-04-01,,,음식이 맛있어요,리뷰 4 1 4.1.수,중립,"고등어(414), 생선(405), 생선구이(206), 계란말이(132), 고등어구이(100), 불고기(51), 잡채(45), 김치전(42), 누룽지(35), 갈치(30)"
달빛에구운고등어 전북도청점,2026-03-31,,,음식이 맛있어요,리뷰 3 1 3.31.화,중립,"고등어(414), 생선(405), 생선구이(206), 계란말이(132), 고등어구이(100), 불고기(51), 잡채(45), 김치전(42), 누룽지(35), 갈치(30)"
달빛에구운고등어 전북도청점,2026-03-30,,,음식이 맛있어요,리뷰 13 13 3.30.월,중립,"고등어(414), 생선(405), 생선구이(206), 계란말이(132), 고등어구이(100), 불고기(51), 잡채(45), 김치전(42), 누룽지(35), 갈치(30)"
달빛에구운고등어 전북도청점,2026-03-30,,,음식이 맛있어요,리뷰 15 7 3.30.월,중립,"고등어(414), 생선(405), 생선구이(206), 계란말이(132), 고등어구이(100), 불고기(51), 잡채(45), 김치전(42), 누룽지(35), 갈치(30)"
달빛에구운고등어 전북도청점,2026-03-29,,,음식이 맛있어요,리뷰 25 18 3.29.일,중립,"고등어(414), 생선(405), 생선구이(206), 계란말이(132), 고등어구이(100), 불고기(51), 잡채(45), 김치전(42), 누룽지(35), 갈치(30)"
달빛에구운고등어 전북도청점,2026-03-25,,,음식이 맛있어요,3.25.수,중립,"고등어(414), 생선(405), 생선구이(206), 계란말이(132), 고등어구이(100), 불고기(51), 잡채(45), 김치전(42), 누룽지(35), 갈치(30)"
달빛에구운고등어 전북도청점,2026-04-07,,,"음식이 맛있어요, 재료가 신선해요, 양이 많아요, 가성비가 좋아요, 매장이 넓어요",리뷰 554 10 점심에 방문 나들이연인・배우자 맛있어요 좋아요 4.7.화,긍정,"고등어(414), 생선(405), 생선구이(206), 계란말이(132), 고등어구이(100), 불고기(51), 잡채(45), 김치전(42), 누룽지(35), 갈치(30)"
달빛에구운고등어 전북도청점,2026-04-05,,,"음식이 맛있어요, 재료가 신선해요, 양이 많아요",리뷰 50 35팔로워 1 저녁에 방문 데이트연인・배우자 음식이맛있고가성비좋아서 자주방문하는맛집이에요 생선구이땡길땐 달구고도청첨!! 4.5.일,긍정,"고등어(414), 생선(405), 생선구이(206), 계란말이(132), 고등어구이(100), 불고기(51), 잡채(45), 김치전(42), 누룽지(35), 갈치(30)"
달빛에구운고등어 전북도청점,2026-04-05,,저녁에 방문  부모님,"음식이 맛있어요, 재료가 신선해요",리뷰 37 25 맛있어요 진짜 최고예요 4.5.일,긍정,"고등어(414), 생선(405), 생선구이(206), 계란말이(132), 고등어구이(100), 불고기(51), 잡채(45), 김치전(42), 누룽지(35), 갈치(30)"
달빛에구운고등어 전북도청점,2026-04-05,,저녁에 방문  부모님,"음식이 맛있어요, 재료가 신선해요, 양이 많아요",리뷰 11 10 재료도 신선하고 양도 많아요 4.5.일,긍정,"고등어(414), 생선(405), 생선구이(206), 계란말이(132), 고등어구이(100), 불고기(51), 잡채(45), 김치전(42), 누룽지(35), 갈치(30)"
달빛에구운고등어 전북도청점,2026-04-05,,,"음식이 맛있어요, 재료가 신선해요, 양이 많아요, 가성비가 좋아요",리뷰 12 8 점심에 방문 나들이연인・배우자 맛있고 음식도 푸짐해요! 4.5.일,긍정,"고등어(414), 생선(405), 생선구이(206), 계란말이(132), 고등어구이(100), 불고기(51), 잡채(45), 김치전(42), 누룽지(35), 갈치(30)"
달빛에구운고등어 전북도청점,2026-04-04,,,"음식이 맛있어요, 특별한 메뉴가 있어요, 매장이 넓어요","리뷰 56 167 점심에 방문 10분 이내 데이트연인・배우자 매장이 넓고 쾌적해서 가족 모임이나 부모님 모시고 오기에 이보다 더 좋은 곳이 있을까 싶습니다. 건강하고 든든한 집밥이 그리울 때 가장 먼저 생각날 것 같은 곳, '달빛고등어' 강력 추천합니다! 접기 4.4.토",긍정,"고등어(414), 생선(405), 생선구이(206), 계란말이(132), 고등어구이(100), 불고기(51), 잡채(45), 김치전(42), 누룽지(35), 갈치(30)"
달빛에구운고등어 전북도청점,2026-04-04,,점심에 방문  가족모임아이,"음식이 맛있어요, 매장이 넓어요, 친절해요",리뷰 110 4 가성비 좋고 맛있는 곳!! 4.4.토,긍정,"고등어(414), 생선(405), 생선구이(206), 계란말이(132), 고등어구이(100), 불고기(51), 잡채(45), 김치전(42), 누룽지(35), 갈치(30)"
달빛에구운고등어 전북도청점,2026-04-04,,점심에 방문  일상혼자,"음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요",리뷰 4 1 식사 깔끔하고 가게도 넓고 쾌적해서 식사하기 좋았어요 4.4.토,긍정,"고등어(414), 생선(405), 생선구이(206), 계란말이(132), 고등어구이(100), 불고기(51), 잡채(45), 김치전(42), 누룽지(35), 갈치(30)"
달빛에구운고등어 전북도청점,2026-04-03,,,"음식이 맛있어요, 재료가 신선해요, 양이 많아요, 특별한 메뉴가 있어요, 가성비가 좋아요",리뷰 9 7 저녁에 방문 데이트연인・배우자 진짜 맛있어요 4.3.금,긍정,"고등어(414), 생선(405), 생선구이(206), 계란말이(132), 고등어구이(100), 불고기(51), 잡채(45), 김치전(42), 누룽지(35), 갈치(30)"
달빛에구운고등어 전북도청점,2026-04-03,,,음식이 맛있어요,리뷰 27 2 저녁에 방문 데이트연인・배우자 달빛 중에서 제일 맛난곳이에요 4.3.금,중립,"고등어(414), 생선(405), 생선구이(206), 계란말이(132), 고등어구이(100), 불고기(51), 잡채(45), 김치전(42), 누룽지(35), 갈치(30)"
달빛에 구운 고등어 전주아중점,2026-04-10,,,"음식이 맛있어요, 재료가 신선해요, 양이 많아요, 매장이 넓어요, 매장이 청결해요",리뷰 2 2 점심에 방문 일상연인・배우자 매장도 넓고 깔끔해서 아이와 맛있게 먹었습니다 4.10.금,긍정,"생선(144), 고등어(110), 생선구이(67), 계란말이(39), 고등어구이(29), 불고기(18), 잡채(18), 고등어조림(13), 갈치(12), 고추장불고기(12)"
달빛에 구운 고등어 전주아중점,2026-04-09,,,"음식이 맛있어요, 가성비가 좋아요, 친절해요, 매장이 청결해요, 화장실이 깨끗해요",리뷰 27 64 저녁에 방문 비즈니스지인・동료 생선구이라면 역시 여기지요 4.9.목,중립,"생선(144), 고등어(110), 생선구이(67), 계란말이(39), 고등어구이(29), 불고기(18), 잡채(18), 고등어조림(13), 갈치(12), 고추장불고기(12)"
달빛에 구운 고등어 전주아중점,2026-04-09,,,"음식이 맛있어요, 재료가 신선해요, 양이 많아요, 인테리어가 멋져요","리뷰 2 1 점심에 방문 회식부모님, 연인・배우자 맛있어서 다먹었어요 4.9.목",긍정,"생선(144), 고등어(110), 생선구이(67), 계란말이(39), 고등어구이(29), 불고기(18), 잡채(18), 고등어조림(13), 갈치(12), 고추장불고기(12)"
달빛에 구운 고등어 전주아중점,2026-04-09,,"점심에 방문  친목친구, 친구추천으로 왔는데","음식이 맛있어요, 재료가 신선해요, 양이 많아요, 인테리어가 멋져요, 매장이 넓어요",리뷰 4 5팔로워 1 반찬이 넘 맛있어요~ 4.9.목,긍정,"생선(144), 고등어(110), 생선구이(67), 계란말이(39), 고등어구이(29), 불고기(18), 잡채(18), 고등어조림(13), 갈치(12), 고추장불고기(12)"
달빛에 구운 고등어 전주아중점,2026-04-09,,,"음식이 맛있어요, 재료가 신선해요, 양이 많아요, 매장이 넓어요, 주차하기 편해요",리뷰 27 66 점심에 방문 일상연인・배우자 정말 자주오는 곳이예요ㅎ 한식 정말 땡기는날 오면 충분히 만족하실거예요ㅎㅎ오늘도 배터지게 먹고 가려구요!! 4.9.목,중립,"생선(144), 고등어(110), 생선구이(67), 계란말이(39), 고등어구이(29), 불고기(18), 잡채(18), 고등어조림(13), 갈치(12), 고추장불고기(12)"
달빛에 구운 고등어 전주아중점,2026-04-09,,점심에 방문  데이트친구,"음식이 맛있어요, 재료가 신선해요",리뷰 7 6 음식점이 깔끔하고 고등어도 맛있어요!!! 4.9.목,긍정,"생선(144), 고등어(110), 생선구이(67), 계란말이(39), 고등어구이(29), 불고기(18), 잡채(18), 고등어조림(13), 갈치(12), 고추장불고기(12)"
달빛에 구운 고등어 전주아중점,2026-04-08,,점심에 방문  일상부모님,"음식이 맛있어요, 양이 많아요, 메뉴 구성이 알차요, 매장이 넓어요, 친절해요",리뷰 8 5 생선구이도 맛있고 고추장 불고기도 맛있어서 자주 오는데 오늘도 맛있게 먹을게요!!😋 4.8.수,긍정,"생선(144), 고등어(110), 생선구이(67), 계란말이(39), 고등어구이(29), 불고기(18), 잡채(18), 고등어조림(13), 갈치(12), 고추장불고기(12)"
달빛에 구운 고등어 전주아중점,2026-04-08,,,"음식이 맛있어요, 재료가 신선해요, 양이 많아요, 특별한 메뉴가 있어요, 가성비가 좋아요",리뷰 34 47 점심에 방문 데이트연인・배우자 화덕 고등어 맛있고 제육복음도 매콤해서 좋아요! 무엇보다 셀프바에 다양한 반찬들 너무좋아요 4.8.수,긍정,"생선(144), 고등어(110), 생선구이(67), 계란말이(39), 고등어구이(29), 불고기(18), 잡채(18), 고등어조림(13), 갈치(12), 고추장불고기(12)"
달빛에 구운 고등어 전주아중점,2026-04-07,,,"음식이 맛있어요, 메뉴 구성이 알차요, 반찬이 잘 나와요, 샐러드바가 잘 되어있어요, 친절해요",리뷰 19 11 저녁에 방문 일상연인・배우자 샐러드바도 잘 되어있고 생선구이가 너무 맛있어요!!^^ 4.7.화,긍정,"생선(144), 고등어(110), 생선구이(67), 계란말이(39), 고등어구이(29), 불고기(18), 잡채(18), 고등어조림(13), 갈치(12), 고추장불고기(12)"
달빛에 구운 고등어 전주아중점,2026-04-07,,,"음식이 맛있어요, 매장이 청결해요",리뷰 18 3 저녁에 방문 데이트연인・배우자 음식도 깔끔하고 집밥 느낌 많이 나서 좋아요 맛있게 먹고 갑니다 :) 4.7.화,긍정,"생선(144), 고등어(110), 생선구이(67), 계란말이(39), 고등어구이(29), 불고기(18), 잡채(18), 고등어조림(13), 갈치(12), 고추장불고기(12)"
달빛에 구운 고등어 전주아중점,2026-04-10,,,음식이 맛있어요,리뷰 15 5 4.10.금,중립,"생선(144), 고등어(110), 생선구이(67), 계란말이(39), 고등어구이(29), 불고기(18), 잡채(18), 고등어조림(13), 갈치(12), 고추장불고기(12)"
달빛에 구운 고등어 전주아중점,2026-04-06,,,음식이 맛있어요,4.6.월,중립,"생선(144), 고등어(110), 생선구이(67), 계란말이(39), 고등어구이(29), 불고기(18), 잡채(18), 고등어조림(13), 갈치(12), 고추장불고기(12)"
달빛에 구운 고등어 전주아중점,2026-04-05,,,음식이 맛있어요,리뷰 16 5 4.5.일,중립,"생선(144), 고등어(110), 생선구이(67), 계란말이(39), 고등어구이(29), 불고기(18), 잡채(18), 고등어조림(13), 갈치(12), 고추장불고기(12)"
달빛에 구운 고등어 전주아중점,2026-04-04,,,음식이 맛있어요,4.4.토,중립,"생선(144), 고등어(110), 생선구이(67), 계란말이(39), 고등어구이(29), 불고기(18), 잡채(18), 고등어조림(13), 갈치(12), 고추장불고기(12)"
달빛에 구운 고등어 전주아중점,2026-03-28,,,음식이 맛있어요,리뷰 3 1 3.28.토,중립,"생선(144), 고등어(110), 생선구이(67), 계란말이(39), 고등어구이(29), 불고기(18), 잡채(18), 고등어조림(13), 갈치(12), 고추장불고기(12)"
달빛에 구운 고등어 전주아중점,2026-03-27,,,단체모임 하기 좋아요,리뷰 71 73 3.27.금,중립,"생선(144), 고등어(110), 생선구이(67), 계란말이(39), 고등어구이(29), 불고기(18), 잡채(18), 고등어조림(13), 갈치(12), 고추장불고기(12)"
달빛에 구운 고등어 전주아중점,2026-03-24,,,음식이 맛있어요,리뷰 15 5 3.24.화,중립,"생선(144), 고등어(110), 생선구이(67), 계란말이(39), 고등어구이(29), 불고기(18), 잡채(18), 고등어조림(13), 갈치(12), 고추장불고기(12)"
달빛에 구운 고등어 전주아중점,2026-03-21,,,음식이 맛있어요,리뷰 3 1 3.21.토,중립,"생선(144), 고등어(110), 생선구이(67), 계란말이(39), 고등어구이(29), 불고기(18), 잡채(18), 고등어조림(13), 갈치(12), 고추장불고기(12)"
달빛에 구운 고등어 전주아중점,2026-03-17,,,재료가 신선해요,리뷰 9 1 3.17.화,중립,"생선(144), 고등어(110), 생선구이(67), 계란말이(39), 고등어구이(29), 불고기(18), 잡채(18), 고등어조림(13), 갈치(12), 고추장불고기(12)"
달빛에 구운 고등어 전주아중점,2026-03-13,,,음식이 맛있어요,리뷰 8 4 3.13.금,중립,"생선(144), 고등어(110), 생선구이(67), 계란말이(39), 고등어구이(29), 불고기(18), 잡채(18), 고등어조림(13), 갈치(12), 고추장불고기(12)"
달빛에 구운 고등어 전주아중점,2026-04-06,,저녁에 방문  일상부모님,"음식이 맛있어요, 매장이 넓어요",리뷰 2 1 밑반찬이 많고 맜있어요. 고등어도 신선하고 맜있어요. 분위기도 좋고 넓고 좋아요. 재방문할게요 4.6.월,긍정,"생선(144), 고등어(110), 생선구이(67), 계란말이(39), 고등어구이(29), 불고기(18), 잡채(18), 고등어조림(13), 갈치(12), 고추장불고기(12)"
달빛에 구운 고등어 전주아중점,2026-04-06,,점심에 방문  부모님,"음식이 맛있어요, 매장이 청결해요, 주차하기 편해요, 매장이 넓어요",리뷰 10 6 매장이 넓고 여기 가족들이랑 자주 오는데 너무 맛있어요 !! 4.6.월,긍정,"생선(144), 고등어(110), 생선구이(67), 계란말이(39), 고등어구이(29), 불고기(18), 잡채(18), 고등어조림(13), 갈치(12), 고추장불고기(12)"
달빛에 구운 고등어 전주아중점,2026-04-06,,,"음식이 맛있어요, 재료가 신선해요, 인테리어가 멋져요, 매장이 넓어요, 친절해요","리뷰 73 174팔로워 10 점심에 방문 데이트지인・동료, 부모님 부모님 모시고오면 항상 만족하는 곳이에요~!! 너무 맛있고 친절하세요!! 아중리 맛집 인정입니다 ㅎㅎ😋 4.6.월",긍정,"생선(144), 고등어(110), 생선구이(67), 계란말이(39), 고등어구이(29), 불고기(18), 잡채(18), 고등어조림(13), 갈치(12), 고추장불고기(12)"
달빛에 구운 고등어 전주아중점,2026-04-05,,,"음식이 맛있어요, 양이 많아요, 가성비가 좋아요, 비싼 만큼 가치있어요",리뷰 4 7 저녁에 방문 30분 이내일상부모님 생선에서 비린내 하나 안나고 맛있어요👍👍 반찬도 맛있는데 리필할 수 있어서 좋았어요 대기 조금 있을 수 있어서 테이블링 줄서기 하는거 추천드려요 접기 4.5.일,긍정,"생선(144), 고등어(110), 생선구이(67), 계란말이(39), 고등어구이(29), 불고기(18), 잡채(18), 고등어조림(13), 갈치(12), 고추장불고기(12)"
달빛에 구운 고등어 전주아중점,2026-04-05,,저녁에 방문  친목친구,"음식이 맛있어요, 양이 많아요, 특별한 메뉴가 있어요, 재료가 신선해요, 가성비가 좋아요",리뷰 5 6 종류도 다양하고 정말 맛있습니다. 강추합니다 4.5.일,긍정,"생선(144), 고등어(110), 생선구이(67), 계란말이(39), 고등어구이(29), 불고기(18), 잡채(18), 고등어조림(13), 갈치(12), 고추장불고기(12)"
달빛에 구운 고등어 전주아중점,2026-04-05,,,"음식이 맛있어요, 양이 많아요, 매장이 넓어요, 인테리어가 멋져요, 단체모임 하기 좋아요",리뷰 5 2 점심에 방문 가족모임부모님 진짜 맛있고 매장이 엄청 깔끔해요 다양한 생선구이 먹어볼수있었어요 4.5.일,긍정,"생선(144), 고등어(110), 생선구이(67), 계란말이(39), 고등어구이(29), 불고기(18), 잡채(18), 고등어조림(13), 갈치(12), 고추장불고기(12)"
달빛에 구운 고등어 전주아중점,2026-04-05,,점심에 방문  나들이부모님,"음식이 맛있어요, 양이 많아요, 가성비가 좋아요, 메뉴 구성이 알차요, 매장이 넓어요",부모님과 종종 오는 곳입니다. 고등어조림 추천해요. 반찬 구성도 알차고 음식이 깔끔하고 맛있어요. 여기 오면 한끼 배부르게 먹고 가요~ 추천합니다 4.5.일,긍정,"생선(144), 고등어(110), 생선구이(67), 계란말이(39), 고등어구이(29), 불고기(18), 잡채(18), 고등어조림(13), 갈치(12), 고추장불고기(12)"
달빛에 구운 고등어 전주아중점,2026-04-05,,,"음식이 맛있어요, 인테리어가 멋져요",리뷰 31 24 점심에 방문 친목연인・배우자 맛있고 저렴합니다 4.5.일,긍정,"생선(144), 고등어(110), 생선구이(67), 계란말이(39), 고등어구이(29), 불고기(18), 잡채(18), 고등어조림(13), 갈치(12), 고추장불고기(12)"
달빛에 구운 고등어 전주아중점,2026-04-05,,점심에 방문  나들이친구,"음식이 맛있어요, 양이 많아요",리뷰 19 6 맛있어요! 4.5.일,긍정,"생선(144), 고등어(110), 생선구이(67), 계란말이(39), 고등어구이(29), 불고기(18), 잡채(18), 고등어조림(13), 갈치(12), 고추장불고기(12)"
달빛에 구운 고등어 전주아중점,2026-04-05,,,"음식이 맛있어요, 재료가 신선해요",리뷰 50 16 점심에 방문 일상연인・배우자 음식도 맛있지만 셀프바 이용해서 여러종류 반찬을 먹을수 있어서 좋아요. 4.5.일,긍정,"생선(144), 고등어(110), 생선구이(67), 계란말이(39), 고등어구이(29), 불고기(18), 잡채(18), 고등어조림(13), 갈치(12), 고추장불고기(12)"
달빛에구운고등어 모현점,2026-04-03,,저녁에 방문  가족모임아이,"음식이 맛있어요, 양이 많아요, 매장이 넓어요, 친절해요, 매장이 청결해요",리뷰 25 11 맛있고 양도 많아요. 셀프바에 계란말이가 최고에요^^ 4.3.금,긍정,"고등어(143), 생선(138), 생선구이(74), 계란말이(42), 고등어구이(38), 갈치(16), 불고기(16), 잡채(14), 누룽지(12), 새우(10)"
달빛에구운고등어 모현점,2026-04-03,,,"음식이 맛있어요, 양이 많아요, 특별한 메뉴가 있어요",리뷰 12 27팔로워 1 저녁에 방문 데이트연인・배우자 맛있게 먹었어요! 다음에도 또 먹고싶어요! 삼치랑 고등어 다 맛있었어요!!!! 4.3.금,긍정,"고등어(143), 생선(138), 생선구이(74), 계란말이(42), 고등어구이(38), 갈치(16), 불고기(16), 잡채(14), 누룽지(12), 새우(10)"
달빛에구운고등어 모현점,2026-04-03,,,"음식이 맛있어요, 양이 많아요, 가성비가 좋아요, 잡내가 적어요",리뷰 286 177 저녁에 방문 데이트연인・배우자 진짜 밥이 호로로록 들어가요 배 터지게 먹구 갑니다 4.3.금,중립,"고등어(143), 생선(138), 생선구이(74), 계란말이(42), 고등어구이(38), 갈치(16), 불고기(16), 잡채(14), 누룽지(12), 새우(10)"
달빛에구운고등어 모현점,2026-03-25,,,"음식이 맛있어요, 양이 많아요, 가성비가 좋아요, 잡내가 적어요, 메뉴 구성이 알차요","리뷰 12 17 저녁에 방문 친목친구, 지인・동료 건장한 성인 남성 세 명이서 3인분을 시켰는데 양이 너무 많아 다 못 먹을 뻔 했습니다. 고추장불고기, 생선, 밑반찬 하나도 빠짐없이 너무 만족했습니다 3.25.수",중립,"고등어(143), 생선(138), 생선구이(74), 계란말이(42), 고등어구이(38), 갈치(16), 불고기(16), 잡채(14), 누룽지(12), 새우(10)"
달빛에구운고등어 모현점,2026-03-23,,,"음식이 맛있어요, 가성비가 좋아요, 반찬이 잘 나와요, 매장이 넓어요, 대화하기 좋아요","리뷰 35 46 저녁에 방문 일상친척・형제자매 생선구이도 맛있고 뚝불, 고불도 맛있어서 항상 고민되는 집!! 잡채, 계란말이, 연근도 다 맛있어요!! 3.23.월",긍정,"고등어(143), 생선(138), 생선구이(74), 계란말이(42), 고등어구이(38), 갈치(16), 불고기(16), 잡채(14), 누룽지(12), 새우(10)"
달빛에구운고등어 모현점,2026-03-23,,,"매장이 넓어요, 단체모임 하기 좋아요, 친절해요, 매장이 청결해요, 주차하기 편해요","리뷰 18 10 저녁에 방문 일상부모님, 친척・형제자매 매장 넓은데두 깨끗 깔끔하고 직원 분들 친절하시구 서빙 로봇도 일을 너무 잘하네요~ 생선 구이도 적당하게 구워졌어요 3.23.월",긍정,"고등어(143), 생선(138), 생선구이(74), 계란말이(42), 고등어구이(38), 갈치(16), 불고기(16), 잡채(14), 누룽지(12), 새우(10)"
