매장명,작성일,방문시간,동반자,고객반응_포인트,리뷰내용,감정분석,매장_TOP인기반응
달빛에구운고등어 평택비전점,2026-03-19,,점심에 방문  일상혼자,"음식이 맛있어요, 특별한 메뉴가 있어요, 인테리어가 멋져요",리뷰 143 239팔로워 1 딱! 한끼 먹기 좋은 곳이네요 꼬막 양념이 쫌더 새콤달콤고소했으면 좋았을꺼 같아요 3.19.목 달빛에구운고등어 평택비전점 3.30.월 소중한 방문 감사드립니다 :) 한 끼 식사로 편하게 드시기 좋았다고 해주셔서 정말 기쁩니다. 꼬막 양념은 말씀해주신 것처럼 조금 더 새콤달콤하고 고소하게 느껴지실 수 있도록 맛을 다시 한번 살펴보겠습니다. 더 맛있게 드실 수 있도록 계속 신경 쓰겠습니다. 감사합니다!,긍정,"생선(378), 고등어(237), 생선구이(194), 계란말이(84), 고등어구이(77), 샐러드(39), 잡채(39), 새우(30), 불고기(29), 새우장(25)"
달빛에구운고등어 평택비전점,2026-03-14,,,음식이 맛있어요,"리뷰 1,509 1,179팔로워 28 저녁에 방문 일상아이, 연인・배우자 제 입맛에는 고등어 구이가 제일 맛있었어요. 반찬 셀프바라 좋아요. 마지막은 누룽지로 마무리 3.14.토 달빛에구운고등어 평택비전점 3.22.일 소중한 방문 감사드립니다. 고등어구이를 가장 맛있게 드셨다니 정말 기쁩니다. 셀프바와 누룽지까지 맛있게 마무리해주셔서 뿌듯하네요. 따뜻한 봄날처럼 기분 좋은 하루 보내시길 바랍니다.",긍정,"생선(378), 고등어(237), 생선구이(194), 계란말이(84), 고등어구이(77), 샐러드(39), 잡채(39), 새우(30), 불고기(29), 새우장(25)"
달빛에구운고등어 평택비전점,2026-03-12,,점심에 방문  일상친구,"음식이 맛있어요, 매장이 넓어요","리뷰 428 1,334팔로워 14 고등어조림 맛있어요 😃 3.12.목 달빛에구운고등어 평택비전점 3.22.일 정성스런 리뷰 감사드립니다. 고등어조림 맛있게 드셨다니 정말 다행이에요. 따끈하게 준비한 메뉴가 입맛에 잘 맞으셨길 바랍니다. 포근해진 날씨만큼 편안하고 행복한 하루 보내세요!",긍정,"생선(378), 고등어(237), 생선구이(194), 계란말이(84), 고등어구이(77), 샐러드(39), 잡채(39), 새우(30), 불고기(29), 새우장(25)"
달빛에구운고등어 평택비전점,2026-02-18,,,"음식이 맛있어요, 양이 많아요, 매장이 넓어요, 매장이 청결해요, 주차하기 편해요","리뷰 1,625 3,527팔로워 43 점심에 방문 30분 이내친목, 나들이, 일상, 가족모임연인・배우자, 부모님, 친척・형제자매 시댁식구들이랑 맛있고 푸짐한 생선구이 한상 점심으로 냠냠했어요~^^ 어르신들 양이 적으셔서 4인 세트로 주문했는데 인당 주문해야한대서 ;; + 고추장불고기(제육볶음) 1인 더 추가했네요~ 5명이서 아주 넉넉하고, 든든하게 잘 먹었어요🥰 가성비 끝판왕👍🏻 반찬 맛집입니다 ㅋㄷ 양도 많고, 맛도 있고, 남김없이 먹느냐고~ 힘든건 안비밀 ㅋㅋㅋㅋㅋ 🤣🤣 직원분들도 친절하고, 매장도 엄청 깔끔, 재방문의사 무조건 💯입니다. 각종 모임이나 생선 먹고싶어서 외식할때 완전 강추~~!! 오늘도 감사히 잘 먹었습니다😋 접기 1 명 2.18.수 달빛에구운고등어 평택비전점 3.22.일 정성스런 후기 극찬을 해주셔서 진심으로 감사드립니다. 푸짐한 한상과 다양한 반찬, 그리고 직원 응대까지 좋게 봐주셔서 정말 큰 힘이 됩니다. 모임 자리에서도 만족하셨다니 더욱 뿌듯합니다. 따뜻한 계절, 맛있는 식사와 함께 좋은 시간 되시길 바랍니다.",긍정,"생선(378), 고등어(237), 생선구이(194), 계란말이(84), 고등어구이(77), 샐러드(39), 잡채(39), 새우(30), 불고기(29), 새우장(25)"
달빛에구운고등어 평택비전점,2026-03-21,,,음식이 맛있어요,"리뷰 375 14 3.21.토 달빛에구운고등어 평택비전점 3.26.목 여러 번 방문해주시고 이번에도 맛있게 드셨다는 말씀 남겨주셔서 정말 감사드립니다. 화덕에서 구워낸 생선의 담백한 맛과 정갈하게 준비된 반찬까지 편안하게 즐기셨길 바랍니다. 언제 오셔도 변함없이 만족하실 수 있도록 정성 다해 준비하겠습니다. 다음 방문도 기분 좋은 식사가 되셨으면 좋겠습니다. 봄날처럼 따뜻한 하루 되세요. 꽃피는 봄, 기분 좋은 일들만 가득하시길 바랍니다.",긍정,"생선(378), 고등어(237), 생선구이(194), 계란말이(84), 고등어구이(77), 샐러드(39), 잡채(39), 새우(30), 불고기(29), 새우장(25)"
달빛에구운고등어 평택비전점,2026-02-09,,,음식이 맛있어요,"리뷰 1,230 24 2.9.월 달빛에구운고등어 평택비전점 2.18.수 정성스런 방문 감사드립니다 :) 새해에도 건강과 행복이 가득하시길 바랍니다!",중립,"생선(378), 고등어(237), 생선구이(194), 계란말이(84), 고등어구이(77), 샐러드(39), 잡채(39), 새우(30), 불고기(29), 새우장(25)"
달빛에구운고등어 평택비전점,2026-01-28,,,음식이 맛있어요,리뷰 9 3 1.28.수 달빛에구운고등어 평택비전점 2.18.수 재방문 감사드립니다 : 새해에도 건강하시고 좋은 일만 가득하시길 바랍니다!,긍정,"생선(378), 고등어(237), 생선구이(194), 계란말이(84), 고등어구이(77), 샐러드(39), 잡채(39), 새우(30), 불고기(29), 새우장(25)"
달빛에구운고등어 평택비전점,2026-01-16,,,음식이 맛있어요,리뷰 9 3 1.16.금,중립,"생선(378), 고등어(237), 생선구이(194), 계란말이(84), 고등어구이(77), 샐러드(39), 잡채(39), 새우(30), 불고기(29), 새우장(25)"
달빛에구운고등어 평택비전점,2026-01-12,,,음식이 맛있어요,리뷰 13 4 1.12.월,중립,"생선(378), 고등어(237), 생선구이(194), 계란말이(84), 고등어구이(77), 샐러드(39), 잡채(39), 새우(30), 불고기(29), 새우장(25)"
달빛에구운고등어 평택비전점,2026-01-10,,,음식이 맛있어요,리뷰 17 19팔로워 1 1.10.토,중립,"생선(378), 고등어(237), 생선구이(194), 계란말이(84), 고등어구이(77), 샐러드(39), 잡채(39), 새우(30), 불고기(29), 새우장(25)"
달빛에구운고등어 평택비전점,2026-01-06,,,음식이 맛있어요,리뷰 25 17 1.6.화,중립,"생선(378), 고등어(237), 생선구이(194), 계란말이(84), 고등어구이(77), 샐러드(39), 잡채(39), 새우(30), 불고기(29), 새우장(25)"
달빛에구운고등어 평택비전점,2025-12-30,,,음식이 맛있어요,리뷰 46 20,중립,"생선(378), 고등어(237), 생선구이(194), 계란말이(84), 고등어구이(77), 샐러드(39), 잡채(39), 새우(30), 불고기(29), 새우장(25)"
달빛에구운고등어 평택비전점,2025-12-21,,,음식이 맛있어요,리뷰 30 19,중립,"생선(378), 고등어(237), 생선구이(194), 계란말이(84), 고등어구이(77), 샐러드(39), 잡채(39), 새우(30), 불고기(29), 새우장(25)"
달빛에구운고등어 평택비전점,2025-12-19,,,양이 많아요,리뷰 19 9,중립,"생선(378), 고등어(237), 생선구이(194), 계란말이(84), 고등어구이(77), 샐러드(39), 잡채(39), 새우(30), 불고기(29), 새우장(25)"
달빛에구운고등어 평택비전점,2026-02-11,,점심에 방문  친목친구,"음식이 맛있어요, 특별한 메뉴가 있어요, 가성비가 좋아요, 인테리어가 멋져요, 매장이 넓어요","리뷰 21 21 화덕에 구운 고등어라 겉은 바삭하고 속은 촉촉했어요. 비린내 없이 정말 맛있었고, 반찬도 하나하나 정갈하고 푸짐해서 만족스러웠습니다. 매장도 넓고 쾌적해서 식사하기 좋았어요. 재방문하고 싶은 곳입니다👍 접기 2.11.수 달빛에구운고등어 평택비전점 2.18.수 소중한 방문 감사드립니다 :) 화덕 고등어의 겉바속촉 매력을 제대로 느껴주셨네요. 비린내 없이 맛있게 드셨다니 정말 뿌듯합니다. 반찬 하나하나와 매장 분위기까지 좋게 봐주셔서 큰 힘이 됩니다. 새해에도 건강하시고 따뜻한 날들 가득하시길 바랍니다. 또 뵙겠습니다!",긍정,"생선(378), 고등어(237), 생선구이(194), 계란말이(84), 고등어구이(77), 샐러드(39), 잡채(39), 새우(30), 불고기(29), 새우장(25)"
달빛에구운고등어 평택비전점,2026-02-08,,,"음식이 맛있어요, 재료가 신선해요, 양이 많아요",리뷰 260 241 점심에 방문 친목지인・동료 가끔 가서 먹는데 맛있어요 2.8.일 달빛에구운고등어 평택비전점 2.18.수 항상 찾아주셔서 감사합니다 :) 가끔 들러 드셔도 늘 만족해주셔서 정말 감사한 마음입니다. 변함없는 맛으로 보답드릴 수 있도록 계속 노력하겠습니다. 올해도 잘 부탁드립니다. 새해 복 많이 받으세요!,긍정,"생선(378), 고등어(237), 생선구이(194), 계란말이(84), 고등어구이(77), 샐러드(39), 잡채(39), 새우(30), 불고기(29), 새우장(25)"
달빛에구운고등어 평택비전점,2026-02-01,점심,,"음식이 맛있어요, 양이 많아요","리뷰 2,289 565 언제먹어도 맛있네요~~ 2.1.일 달빛에구운고등어 평택비전점 3.22.일 항상 찾아주셔서 감사합니다. 언제 오셔도 맛있다고 해주시니 정말 감사한 마음입니다. 변함없이 만족드릴 수 있도록 늘 정성 다하겠습니다. 포근해진 날씨만큼 편안하고 행복한 하루 보내세요!",긍정,"생선(378), 고등어(237), 생선구이(194), 계란말이(84), 고등어구이(77), 샐러드(39), 잡채(39), 새우(30), 불고기(29), 새우장(25)"
달빛에구운고등어 평택비전점,2026-01-30,,,"음식이 맛있어요, 재료가 신선해요, 가성비가 좋아요, 인테리어가 멋져요, 친절해요","리뷰 141 223 점심에 방문 데이트연인・배우자 생선구이가 먹고 싶어서 검색후 달빛에구운고등어에 와봤어요. 소문대로 샐러드바도 너무 잘되있고 생서 하나하나 모두 맛있습니다.직원분들도 너무 친절하시고 매장이 넓고 좋아요 접기 1.30.금 달빛에구운고등어 평택비전점 2.2.월 처음 방문해주셔서 진심으로 감사드립니다 :) 검색으로 찾아오신 만큼 기대에 부응할 수 있어 기쁩니다. 샐러드바부터 생선구이까지 맛있게 드셔주시고, 매장과 직원 응대까지 좋게 봐주셔서 힘이 납니다. 새해에도 건강하고 기분 좋은 일들만 가득하시길 바랍니다. 또 찾아주세요!",긍정,"생선(378), 고등어(237), 생선구이(194), 계란말이(84), 고등어구이(77), 샐러드(39), 잡채(39), 새우(30), 불고기(29), 새우장(25)"
달빛에구운고등어 평택비전점,2026-01-29,,저녁에 방문  친목부모님,"음식이 맛있어요, 재료가 신선해요, 양이 많아요, 인테리어가 멋져요, 매장이 넓어요",리뷰 84 31 맛있는생선구이때문에 아빠랑 자주오는 집이예요 반찬도 정성스럽고 생선구이가 너무촉촉해서 너무맛있어요~~~~ 1.29.목 달빛에구운고등어 평택비전점 2.2.월 아버님과 함께해주신 귀한 방문 감사드려요 :) 촉촉한 생선구이와 정성 담은 반찬을 맛있게 즐겨주셔서 정말 기쁩니다. 늘 편하게 들러주실 수 있도록 앞으로도 정성 다하겠습니다. 새해 복 많이 받으세요!,긍정,"생선(378), 고등어(237), 생선구이(194), 계란말이(84), 고등어구이(77), 샐러드(39), 잡채(39), 새우(30), 불고기(29), 새우장(25)"
달빛에구운고등어 평택비전점,2026-01-29,,,"음식이 맛있어요, 재료가 신선해요, 친절해요, 매장이 청결해요, 화장실이 깨끗해요",리뷰 18 36 점심에 방문 데이트연인・배우자 음식도 맛있고 즐거운 한끼 식사입니다^^ 1.29.목 달빛에구운고등어 평택비전점 2.18.수 소중한 재방문 감사드립니다 :) 맛있고 즐거운 한 끼 되셨다니 저희도 기분이 참 좋습니다. 편하게 드시고 좋은 시간 보내셨길 바랍니다. 새해에도 건강하시고 행복한 날들 가득하시길 바랍니다!,긍정,"생선(378), 고등어(237), 생선구이(194), 계란말이(84), 고등어구이(77), 샐러드(39), 잡채(39), 새우(30), 불고기(29), 새우장(25)"
달빛에구운고등어 평택비전점,2026-01-29,,점심에 방문친목지인・동료,"매장이 넓어요, 단체모임 하기 좋아요, 가성비가 좋아요, 주차하기 편해요",리뷰 4 1 처음소개로왔는데 들어오면서 비린 생선냄새가 많이나지않아깨끗하고좋으네요 생선냄새가 나지않으니싱싱한듯합니다 반찬도너무 푸짐하고많고 셀프바가 있어서 좋으네요 접기 1.29.목 달빛에구운고등어 평택비전점 2.18.수 첫 방문 감사드립니다 :) 비린내 없이 깔끔하고 싱싱하게 느껴주셨다니 정말 다행입니다. 푸짐한 반찬과 셀프바까지 만족하셨다니 더욱 기쁩니다. 새해에도 건강하시고 좋은 일만 가득하시길 바랍니다. 또 찾아주세요!,긍정,"생선(378), 고등어(237), 생선구이(194), 계란말이(84), 고등어구이(77), 샐러드(39), 잡채(39), 새우(30), 불고기(29), 새우장(25)"
